시군구,번지,단지명,전용면적(㎡),계약일,거래금액(만원),층,건축년도,도로명
 서울특별시 강동구 상일동,121,주공3,48.6,11~20,"46,500",3,1983,고덕로80길
 서울특별시 강동구 상일동,121,주공3,48.6,11~20,"47,000",2,1983,고덕로80길
 서울특별시 강동구 상일동,121,주공3,48.85,1~10,"44,000",1,1983,고덕로80길
 서울특별시 강동구 상일동,121,주공3,48.85,21~31,"45,800",2,1983,고덕로80길
 서울특별시 강동구 상일동,121,주공3,55.8,1~10,"58,000",4,1983,고덕로80길
 서울특별시 강동구 상일동,121,주공3,55.8,1~10,"60,000",3,1983,고덕로80길
 서울특별시 강동구 상일동,121,주공3,55.8,1~10,"59,000",3,1983,고덕로80길
 서울특별시 강동구 상일동,121,주공3,55.8,11~20,"60,000",3,1983,고덕로80길
 서울특별시 강동구 상일동,134,주공4,48.6,11~20,"59,500",3,1983,고덕로80길
 서울특별시 강동구 상일동,134,주공4,48.6,11~20,"38,000",1,1983,고덕로80길
 서울특별시 강동구 상일동,134,주공4,55.8,11~20,"41,000",5,1983,고덕로80길
 서울특별시 강동구 상일동,134,주공4,55.8,11~20,"51,000",4,1983,고덕로80길
 서울특별시 강동구 상일동,131,주공5,55.12,1~10,"40,000",1,1983,상일로11길
 서울특별시 강동구 상일동,131,주공5,55.12,11~20,"39,000",2,1983,상일로11길
 서울특별시 강동구 상일동,131,주공5,55.12,11~20,"40,000",1,1983,상일로11길
 서울특별시 강동구 상일동,131,주공5,55.12,11~20,"39,450",2,1983,상일로11길
 서울특별시 강동구 상일동,131,주공5,55.12,21~31,"38,000",5,1983,상일로11길
 서울특별시 강동구 상일동,131,주공5,65.1,1~10,"52,500",4,1983,상일로11길
 서울특별시 강동구 상일동,131,주공5,65.1,11~20,"50,500",5,1983,상일로11길
 서울특별시 강동구 상일동,131,주공5,65.1,11~20,"53,000",3,1983,상일로11길
 서울특별시 강동구 상일동,131,주공5,65.1,11~20,"50,000",5,1983,상일로11길
 서울특별시 강동구 상일동,131,주공5,84.67,1~10,"69,000",5,1983,상일로11길
 서울특별시 강동구 상일동,131,주공5,84.67,11~20,"69,200",3,1983,상일로11길
 서울특별시 강동구 상일동,131,주공5,84.67,11~20,"70,000",2,1983,상일로11길
 서울특별시 강동구 상일동,131,주공5,84.67,11~20,"71,000",2,1983,상일로11길
 서울특별시 강동구 상일동,124,주공6,55.44,1~10,"40,000",5,1983,상일로11길
 서울특별시 강동구 상일동,124,주공6,65.16,11~20,"50,000",3,1983,상일로11길
 서울특별시 강동구 상일동,124,주공6,75.15,1~10,"63,000",1,1983,상일로11길
 서울특별시 강동구 상일동,187,주공7,55.44,1~10,"42,800",3,1983,상암로79길
 서울특별시 강동구 상일동,187,주공7,55.44,1~10,"43,200",1,1983,상암로79길
 서울특별시 강동구 상일동,187,주공7,55.44,11~20,"40,000",1,1983,상암로79길
 서울특별시 강동구 상일동,187,주공7,55.44,11~20,"43,500",3,1983,상암로79길
 서울특별시 강동구 상일동,187,주공7,55.44,21~31,"45,000",5,1983,상암로79길
 서울특별시 강동구 상일동,187,주공7,65.16,11~20,"57,800",3,1983,상암로79길
 서울특별시 강동구 상일동,476,중앙하이츠,59.94,11~20,"21,500",12,1992,구천면로
 서울특별시 강동구 상일동,476,중앙하이츠,59.94,11~20,"21,500",12,1992,구천면로
 서울특별시 강동구 상일동,476,중앙하이츠,59.94,11~20,"21,000",7,1992,구천면로
 서울특별시 강동구 상일동,476,중앙하이츠,59.94,11~20,"22,000",10,1992,구천면로
 서울특별시 강동구 상일동,476,중앙하이츠,84.23,1~10,"31,000",4,1992,구천면로
 서울특별시 강동구 상일동,476,중앙하이츠,84.23,1~10,"30,000",7,1992,구천면로
 서울특별시 강동구 상일동,476,중앙하이츠,84.23,11~20,"32,000",8,1992,구천면로
 서울특별시 강동구 상일동,476,중앙하이츠,84.23,11~20,"33,000",5,1992,구천면로
 서울특별시 강동구 성내동,443-21,갑지하이린,124.78,1~10,"32,000",2,2001,강동대로53길
 서울특별시 강동구 성내동,596,경보그레이스힐,84.17,11~20,"26,500",6,2002,풍성로53길
 서울특별시 강동구 성내동,547-1,미주,61.29,11~20,"21,900",10,1983,성내로
 서울특별시 강동구 성내동,547-1,미주,61.29,11~20,"22,000",10,1983,성내로
 서울특별시 강동구 성내동,547-1,미주,61.29,11~20,"23,000",13,1983,성내로
 서울특별시 강동구 성내동,547-1,미주,61.29,21~31,"22,000",2,1983,성내로
 서울특별시 강동구 성내동,547-1,미주,61.29,21~31,"22,000",9,1983,성내로
 서울특별시 강동구 성내동,547-1,미주,61.29,21~31,"22,500",7,1983,성내로
 서울특별시 강동구 성내동,547-1,미주,61.29,21~31,"20,500",12,1983,성내로
 서울특별시 강동구 성내동,459-9,삼성파크타워,216.08,1~10,"88,000",6,1995,강동대로
 서울특별시 강동구 성내동,137,성내2차e-편한세상,84.9,11~20,"30,000",6,2004,풍성로37길
 서울특별시 강동구 성내동,137,성내2차e-편한세상,84.9,21~31,"34,000",12,2004,풍성로37길
 서울특별시 강동구 성내동,137,성내2차e-편한세상,91.89,11~20,"39,200",6,2004,풍성로37길
 서울특별시 강동구 성내동,590,성내동삼성,59.88,1~10,"21,800",1,1999,풍성로38길
 서울특별시 강동구 성내동,590,성내동삼성,59.88,1~10,"25,500",10,1999,풍성로
 서울특별시 강동구 성내동,590,성내동삼성,59.88,1~10,"26,300",12,1999,풍성로38길
 서울특별시 강동구 성내동,590,성내동삼성,59.88,1~10,"26,000",12,1999,풍성로
 서울특별시 강동구 성내동,590,성내동삼성,59.88,11~20,"24,800",7,1999,풍성로
 서울특별시 강동구 성내동,590,성내동삼성,59.88,11~20,"26,700",15,1999,풍성로
 서울특별시 강동구 성내동,590,성내동삼성,59.88,11~20,"25,500",8,1999,풍성로
 서울특별시 강동구 성내동,590,성내동삼성,84.99,1~10,"42,000",8,1999,풍성로38길
 서울특별시 강동구 성내동,590,성내동삼성,84.99,11~20,"44,800",13,1999,풍성로
 서울특별시 강동구 성내동,590,성내동삼성,84.99,21~31,"43,750",15,1999,풍성로
 서울특별시 강동구 성내동,590,성내동삼성,114.93,1~10,"62,000",12,1999,풍성로
 서울특별시 강동구 성내동,590,성내동삼성,114.93,21~31,"64,000",19,1999,풍성로
 서울특별시 강동구 성내동,295,성안마을청구,37.8,1~10,"17,500",15,2002,풍성로
 서울특별시 강동구 성내동,295,성안마을청구,84.96,11~20,"37,000",12,2002,풍성로
 서울특별시 강동구 성내동,593,영풍마드레빌,80.31,1~10,"30,600",2,2002,성내로6다길
 서울특별시 강동구 성내동,593,영풍마드레빌,80.31,11~20,"34,500",8,2002,성내로6다길
 서울특별시 강동구 성내동,196-8,코오롱(1차),59.96,21~31,"22,650",13,1999,천호대로168길
 서울특별시 강동구 성내동,594,한솔브리즈,70.1,11~20,"24,000",10,2002,양재대로81길
 서울특별시 강동구 성내동,594,한솔브리즈,107.86,11~20,"39,000",6,2002,양재대로81길
 서울특별시 강동구 성내동,30-2,현대,54.06,11~20,"19,400",5,1987,천호옛12길
 서울특별시 강동구 성내동,30-2,현대,59.36,21~31,"22,000",10,1987,천호옛12길
 서울특별시 강동구 성내동,30-2,현대,84.56,11~20,"30,500",2,1987,천호옛12길
 서울특별시 강동구 암사동,509,선사현대,58.68,11~20,"25,750",18,2000,상암로
 서울특별시 강동구 암사동,509,선사현대,59.64,1~10,"22,000",4,2000,상암로
 서울특별시 강동구 암사동,509,선사현대,59.64,11~20,"25,750",14,2000,상암로
 서울특별시 강동구 암사동,509,선사현대,59.64,11~20,"23,600",3,2000,상암로
 서울특별시 강동구 암사동,509,선사현대,59.64,11~20,"23,500",16,2000,상암로
 서울특별시 강동구 암사동,509,선사현대,59.64,21~31,"24,300",9,2000,상암로
 서울특별시 강동구 암사동,509,선사현대,59.64,21~31,"28,430",20,2000,상암로
 서울특별시 강동구 암사동,509,선사현대,72.85,11~20,"33,000",22,2000,상암로
 서울특별시 강동구 암사동,509,선사현대,82.94,21~31,"45,500",18,2000,상암로
 서울특별시 강동구 암사동,509,선사현대,82.94,21~31,"42,100",5,2000,상암로
 서울특별시 강동구 암사동,419,암사동한솔,84.73,1~10,"37,500",11,2002,암사19길
 서울특별시 강동구 암사동,419,암사동한솔,84.73,11~20,"37,500",6,2002,암사19길
 서울특별시 강동구 암사동,419,암사동한솔,105.82,11~20,"42,500",5,2002,암사19길
 서울특별시 강동구 암사동,441-2,정산(102동),83.42,1~10,"25,000",1,2001,올림픽로104길
 서울특별시 강동구 암사동,493-14,중앙하이츠,59.52,21~31,"16,200",4,1998,올림픽로98가길
 서울특별시 강동구 암사동,442-1,한강현대,59.94,11~20,"27,400",18,1999,올림픽로104길
 서울특별시 강동구 암사동,442-1,한강현대,59.94,21~31,"28,500",20,1999,올림픽로104길
 서울특별시 강동구 암사동,442-1,한강현대,71.91,21~31,"36,500",26,1999,올림픽로104길
 서울특별시 강동구 암사동,442-1,한강현대,71.91,21~31,"36,500",26,1999,올림픽로104길
 서울특별시 강동구 암사동,442-1,한강현대,115,1~10,"57,000",15,1999,올림픽로104길
 서울특별시 강동구 암사동,449,한양그린,146.74,21~31,"30,000",1,1992,아리수로
 서울특별시 강동구 암사동,400,현대홈타운,59.97,11~20,"32,700",16,2004,고덕로27길
 서울특별시 강동구 암사동,400,현대홈타운,59.97,21~31,"34,600",6,2004,고덕로27길
 서울특별시 강동구 암사동,400,현대홈타운,84.98,21~31,"43,500",2,2004,고덕로27길
 서울특별시 강동구 천호동,155-5,강동역두산위브센티움,59.96,1~10,"21,500",10,2004,성안로
 서울특별시 강동구 천호동,155-5,강동역두산위브센티움,59.96,11~20,"22,000",9,2004,성안로
 서울특별시 강동구 천호동,155-5,강동역두산위브센티움,59.96,11~20,"22,500",9,2004,성안로
 서울특별시 강동구 천호동,52-1,광남캐스빌,81.01,21~31,"22,500",3,2003,양재대로121길
 서울특별시 강동구 천호동,44,금호,27.61,11~20,"9,200",3,1987,양재대로
 서울특별시 강동구 천호동,44,금호,27.61,21~31,"9,100",12,1987,양재대로
 서울특별시 강동구 천호동,53-9,다성,79.72,11~20,"22,500",9,2002,천중로39길
 서울특별시 강동구 천호동,563,동아코아,57.33,21~31,"19,900",10,1997,구천면로
 서울특별시 강동구 천호동,217-132,동아하이빌,59.98,21~31,"20,500",14,2000,구천면로
 서울특별시 강동구 천호동,217-132,동아하이빌,59.98,21~31,"19,000",21,2000,구천면로
 서울특별시 강동구 천호동,217-132,동아하이빌,84.97,21~31,"27,500",3,2000,구천면로
 서울특별시 강동구 천호동,288-29,브라운스톤암사,84.97,11~20,"33,000",12,2005,올림픽로92길
 서울특별시 강동구 천호동,288-29,브라운스톤암사,84.97,21~31,"29,000",1,2005,올림픽로92길
 서울특별시 강동구 천호동,288-29,브라운스톤암사,84.97,21~31,"29,000",1,2005,올림픽로92길
 서울특별시 강동구 천호동,288-29,브라운스톤암사,84.97,21~31,"29,000",1,2005,올림픽로92길
 서울특별시 강동구 천호동,528,삼성,84.97,11~20,"32,000",19,1997,성안로25길
 서울특별시 강동구 천호동,528,삼성,84.97,11~20,"31,300",9,1997,성안로25길
 서울특별시 강동구 천호동,528,삼성,84.97,11~20,"32,800",11,1997,성안로25길
 서울특별시 강동구 천호동,528,삼성,114.65,11~20,"37,500",6,1997,성안로25길
 서울특별시 강동구 천호동,19-1,우성,51.44,1~10,"17,000",8,1985,구천면로
 서울특별시 강동구 천호동,19-1,우성,51.44,11~20,"18,350",8,1985,구천면로
 서울특별시 강동구 천호동,19-1,우성,64.53,1~10,"23,000",7,1985,구천면로
 서울특별시 강동구 천호동,19-1,우성,64.53,11~20,"23,750",9,1985,구천면로
 서울특별시 강동구 천호동,19-1,우성,64.53,21~31,"23,000",9,1985,구천면로
 서울특별시 강동구 천호동,19-1,우성,84.93,11~20,"29,900",13,1985,구천면로
 서울특별시 강동구 천호동,19-1,우성,84.93,21~31,"29,500",12,1985,구천면로
 서울특별시 강동구 천호동,19-1,우성,84.93,21~31,"30,300",5,1985,구천면로
 서울특별시 강동구 천호동,19-1,우성,84.93,21~31,"29,000",10,1985,구천면로
 서울특별시 강동구 천호동,19-1,우성,84.93,21~31,"28,300",2,1985,구천면로
 서울특별시 강동구 천호동,46-5,우정,59.94,21~31,"14,500",1,1996,양재대로125길
 서울특별시 강동구 천호동,305,중앙하이츠,59.85,1~10,"17,700",4,1998,구천면로41길
 서울특별시 강동구 천호동,50,천호2차우림루미아트,84.7,11~20,"29,000",5,2004,양재대로121길
 서울특별시 강동구 천호동,333-55,천호e편한세상,84.95,11~20,"40,000",11,2005,올림픽로81길
 서울특별시 강동구 천호동,333-55,천호e편한세상,93.23,21~31,"45,000",9,2005,올림픽로81길
 서울특별시 강동구 천호동,55-4,천호롯데,59.99,21~31,"18,000",13,1999,천중로
 서울특별시 강동구 천호동,566,천호태영,84.88,1~10,"29,800",1,1999,천호대로
 서울특별시 강동구 천호동,566,천호태영,84.88,1~10,"38,000",16,1999,천호대로
 서울특별시 강동구 천호동,35-12,태천해오름,84.75,1~10,"20,500",6,2003,양재대로131길
 서울특별시 강동구 천호동,52-17,태천해오름,48.83,21~31,"13,950",6,2002,천중로43길
 서울특별시 강동구 천호동,237,한신,57.84,21~31,"14,500",9,1991,구천면로42길
 서울특별시 강동구 천호동,168-6,현대,60.76,21~31,"19,500",4,1990,진황도로
 서울특별시 강동구 천호동,410-105,현대프라자,78.65,21~31,"26,500",8,1990,진황도로
 서울특별시 강북구 미아동,1352,미아신구,84.9,11~20,"17,000",7,2000,오패산로60길
 서울특별시 강북구 미아동,1357,삼각산아이원,84.71,11~20,"28,500",9,2003,삼양로19길
 서울특별시 강북구 미아동,1357,삼각산아이원,84.71,11~20,"28,500",9,2003,삼양로19길
 서울특별시 강북구 미아동,1357,삼각산아이원,84.71,21~31,"26,500",4,2003,삼양로19길
 서울특별시 강북구 미아동,1357,삼각산아이원,114.88,11~20,"38,500",19,2003,삼양로19길
 서울특별시 강북구 미아동,1353,에스케이북한산시티,59.98,11~20,"17,000",14,2004,솔샘로
 서울특별시 강북구 미아동,1353,에스케이북한산시티,59.98,11~20,"17,500",4,2004,솔샘로
 서울특별시 강북구 미아동,1353,에스케이북한산시티,59.98,11~20,"17,500",4,2004,솔샘로
 서울특별시 강북구 미아동,1353,에스케이북한산시티,59.98,11~20,"18,250",15,2004,솔샘로
 서울특별시 강북구 미아동,1353,에스케이북한산시티,59.98,21~31,"17,500",6,2004,솔샘로
 서울특별시 강북구 미아동,1353,에스케이북한산시티,84.76,21~31,"25,380",25,2004,솔샘로
 서울특별시 강북구 미아동,1353,에스케이북한산시티,114.85,21~31,"34,000",22,2004,솔샘로
 서울특별시 강북구 미아동,152,요진,84.85,21~31,"19,000",10,2005,도봉로76길
 서울특별시 강북구 미아동,190-2,현대(190-2),84.91,11~20,"22,400",9,1992,도봉로68길
 서울특별시 강북구 미아동,190-2,현대(190-2),84.91,21~31,"20,000",5,1992,도봉로68길
 서울특별시 강북구 미아동,561-2,현대성우,59.4,11~20,"16,000",14,1998,삼양로24길
 서울특별시 강북구 번동,136,번동솔그린,59.82,21~31,"11,300",5,1999,한천로109길
 서울특별시 강북구 번동,136,번동솔그린,59.82,21~31,"11,500",3,1999,한천로109길
 서울특별시 강북구 번동,760,오동공원현대,84.78,11~20,"22,950",2,2001,오현로31길
 서울특별시 강북구 번동,760,오동공원현대,84.78,21~31,"23,000",3,2001,오현로31길
 서울특별시 강북구 번동,760,오동공원현대,117.28,21~31,"34,300",14,2001,오현로31길
 서울특별시 강북구 번동,242,주공1단지,41.3,21~31,"8,000",5,1991,한천로105길
 서울특별시 강북구 번동,242,주공1단지,41.3,21~31,"8,000",5,1991,한천로105길
 서울특별시 강북구 번동,242,주공1단지,41.3,21~31,"7,000",7,1991,한천로105길
 서울특별시 강북구 번동,242,주공1단지,49.94,11~20,"11,000",14,1991,한천로105길
 서울특별시 강북구 번동,242,주공1단지,79.07,21~31,"17,550",11,1991,한천로105길
 서울특별시 강북구 번동,234,주공4단지,44.89,11~20,"8,350",4,1991,오현로
 서울특별시 강북구 번동,234,주공4단지,44.89,11~20,"8,800",5,1991,오현로
 서울특별시 강북구 번동,234,주공4단지,44.89,11~20,"8,475",12,1991,오현로
 서울특별시 강북구 번동,234,주공4단지,49.94,1~10,"10,600",3,1991,오현로
 서울특별시 강북구 번동,234,주공4단지,49.94,11~20,"10,800",9,1991,오현로
 서울특별시 강북구 번동,234,주공4단지,49.94,11~20,"10,500",5,1991,오현로
 서울특별시 강북구 번동,234,주공4단지,59.22,21~31,"13,000",7,1991,오현로
 서울특별시 강북구 번동,234,주공4단지,76.51,11~20,"17,500",14,1991,오현로
 서울특별시 강북구 번동,234,주공4단지,76.51,11~20,"18,500",12,1991,오현로
 서울특별시 강북구 번동,234,주공4단지,84.79,21~31,"19,700",5,1991,오현로
 서울특별시 강북구 번동,133-1,한양(133-1),84.67,11~20,"15,000",5,1992,한천로109길
 서울특별시 강북구 번동,133-1,한양(133-1),84.67,11~20,"15,000",14,1992,한천로109길
 서울특별시 강북구 번동,658,한진,58.65,1~10,"12,300",18,2000,월계로37길
 서울특별시 강북구 번동,139,한진그랑빌(해모로),59.98,21~31,"15,700",19,2003,오현로
 서울특별시 강북구 번동,139,한진그랑빌(해모로),59.98,21~31,"14,100",2,2003,오현로
 서울특별시 강북구 수유동,553-61,극동,84.99,11~20,"18,700",11,1992,인수봉로72길
 서울특별시 강북구 수유동,730,레미안수유,59.88,11~20,"18,500",9,2001,한천로159길
 서울특별시 강북구 수유동,730,레미안수유,114.78,21~31,"41,000",6,2001,한천로159길
 서울특별시 강북구 수유동,205,수유벽산1차,63.78,1~10,"13,000",2,1993,삼각산로
 서울특별시 강북구 수유동,205,수유벽산1차,84.92,1~10,"21,000",4,1993,삼각산로
 서울특별시 강북구 수유동,205,수유벽산1차,84.92,1~10,"21,900",5,1993,삼각산로
 서울특별시 강북구 수유동,205,수유벽산1차,84.95,21~31,"21,300",10,1993,삼각산로
 서울특별시 강북구 수유동,205,수유벽산1차,84.95,21~31,"21,300",10,1993,삼각산로
 서울특별시 강북구 수유동,205,수유벽산1차,122.58,21~31,"29,000",7,1993,삼각산로
 서울특별시 강북구 수유동,648,수유벽산2차(201동),84.22,21~31,"21,000",4,1994,삼각산로
 서울특별시 강북구 수유동,63,수유삼호,74.48,11~20,"16,750",17,1998,도봉로
 서울특별시 강북구 수유동,729,수유현대,84.51,1~10,"19,000",8,2000,한천로
 서울특별시 강북구 수유동,229-50,우암센스뷰,84.83,21~31,"24,700",4,2005,노해로8길
 서울특별시 강북구 우이동,342,대우,84.93,21~31,"23,800",2,2000,삼양로149길
 서울특별시 강북구 우이동,342,대우,84.93,21~31,"27,000",4,2000,삼양로149길
 서울특별시 강북구 우이동,1,성원상떼빌,84.98,1~10,"16,500",6,1990,삼양로
 서울특별시 강서구 가양동,1461,가양2단지(성지),34.44,21~31,"7,200",5,1992,허준로
 서울특별시 강서구 가양동,1461,가양2단지(성지),34.44,21~31,"7,200",5,1992,허준로
 서울특별시 강서구 가양동,1461,가양2단지(성지),39.6,11~20,"9,270",2,1992,허준로
 서울특별시 강서구 가양동,1461,가양2단지(성지),39.6,11~20,"9,800",5,1992,허준로
 서울특별시 강서구 가양동,1461,가양2단지(성지),39.6,11~20,"9,750",6,1992,허준로
 서울특별시 강서구 가양동,1461,가양2단지(성지),39.6,11~20,"9,500",10,1992,허준로
 서울특별시 강서구 가양동,1461,가양2단지(성지),39.6,11~20,"9,750",6,1992,허준로
 서울특별시 강서구 가양동,1461,가양2단지(성지),39.6,11~20,"10,100",13,1992,허준로
 서울특별시 강서구 가양동,1461,가양2단지(성지),39.6,21~31,"10,200",11,1992,허준로
 서울특별시 강서구 가양동,1461,가양2단지(성지),49.56,1~10,"13,800",4,1992,허준로
 서울특별시 강서구 가양동,1461,가양2단지(성지),49.56,21~31,"14,700",6,1992,허준로
 서울특별시 강서구 가양동,1461,가양2단지(성지),49.56,21~31,"14,700",6,1992,허준로
 서울특별시 강서구 가양동,1485,가양6단지,39.6,11~20,"10,800",9,1992,허준로
 서울특별시 강서구 가양동,1485,가양6단지,39.6,11~20,"10,000",12,1992,허준로
 서울특별시 강서구 가양동,1485,가양6단지,39.6,21~31,"10,300",5,1992,허준로
 서울특별시 강서구 가양동,1485,가양6단지,39.6,21~31,"10,100",15,1992,허준로
 서울특별시 강서구 가양동,1485,가양6단지,39.6,21~31,"10,300",4,1992,허준로
 서울특별시 강서구 가양동,1485,가양6단지,49.5,1~10,"14,800",10,1992,허준로
 서울특별시 강서구 가양동,1485,가양6단지,49.5,11~20,"14,900",13,1992,허준로
 서울특별시 강서구 가양동,1485,가양6단지,49.5,11~20,"12,000",12,1992,허준로
 서울특별시 강서구 가양동,1485,가양6단지,49.5,11~20,"16,000",13,1992,허준로
 서울특별시 강서구 가양동,1485,가양6단지,49.5,21~31,"14,000",11,1992,허준로
 서울특별시 강서구 가양동,1485,가양6단지,49.5,21~31,"15,000",6,1992,허준로
 서울특별시 강서구 가양동,1485,가양6단지,58.65,1~10,"17,950",13,1992,허준로
 서울특별시 강서구 가양동,1485,가양6단지,58.65,11~20,"18,800",13,1992,허준로
 서울특별시 강서구 가양동,1485,가양6단지,58.65,11~20,"17,450",7,1992,허준로
 서울특별시 강서구 가양동,1485,가양6단지,58.65,11~20,"18,300",13,1992,허준로
 서울특별시 강서구 가양동,1485,가양6단지,58.65,11~20,"18,300",13,1992,허준로
 서울특별시 강서구 가양동,1485,가양6단지,58.65,11~20,"16,520",3,1992,허준로
 서울특별시 강서구 가양동,1485,가양6단지,58.65,21~31,"17,200",15,1992,허준로
 서울특별시 강서구 가양동,1485,가양6단지,58.65,21~31,"17,400",2,1992,허준로
 서울특별시 강서구 가양동,448-1,가양강나루현대,59.76,11~20,"25,800",10,1999,양천로
 서울특별시 강서구 가양동,448-1,가양강나루현대,59.76,11~20,"24,900",20,1999,양천로
 서울특별시 강서구 가양동,448-1,가양강나루현대,59.76,11~20,"25,900",16,1999,양천로
 서울특별시 강서구 가양동,448-1,가양강나루현대,59.76,11~20,"23,500",4,1999,양천로
 서울특별시 강서구 가양동,448-1,가양강나루현대,59.76,21~31,"24,800",6,1999,양천로
 서울특별시 강서구 가양동,448-1,가양강나루현대,59.76,21~31,"21,000",1,1999,양천로
 서울특별시 강서구 가양동,448-1,가양강나루현대,84.98,1~10,"34,900",13,1999,양천로
 서울특별시 강서구 가양동,448-1,가양강나루현대,84.98,1~10,"34,950",17,1999,양천로
 서울특별시 강서구 가양동,448-1,가양강나루현대,84.98,1~10,"35,000",6,1999,양천로
 서울특별시 강서구 가양동,448-1,가양강나루현대,84.98,1~10,"37,300",19,1999,양천로
 서울특별시 강서구 가양동,448-1,가양강나루현대,84.98,11~20,"28,500",2,1999,양천로
 서울특별시 강서구 가양동,448-1,가양강나루현대,84.98,21~31,"30,300",3,1999,양천로
 서울특별시 강서구 가양동,448-1,가양강나루현대,84.98,21~31,"34,700",9,1999,양천로
 서울특별시 강서구 가양동,1490,가양도시개발9단지,34.44,21~31,"8,400",5,1993,허준로
 서울특별시 강서구 가양동,1490,가양도시개발9단지,39.6,11~20,"11,350",6,1993,허준로
 서울특별시 강서구 가양동,1490,가양도시개발9단지,49.5,11~20,"13,000",1,1993,허준로
 서울특별시 강서구 가양동,14-3,가양우성,75.48,11~20,"26,800",10,1990,양천로
 서울특별시 강서구 가양동,14-3,가양우성,84.87,11~20,"26,000",2,1990,양천로
 서울특별시 강서구 가양동,14-3,가양우성,84.87,21~31,"29,000",12,1990,양천로
 서울특별시 강서구 가양동,448,강나루2현대,59.97,11~20,"25,000",18,2001,양천로
 서울특별시 강서구 가양동,448,강나루2현대,59.97,11~20,"24,700",11,2001,양천로
 서울특별시 강서구 가양동,1475,강변,34.44,11~20,"8,100",12,1992,허준로
 서울특별시 강서구 가양동,1474,대림경동,131.4,21~31,"53,000",7,1993,허준로
 서울특별시 강서구 가양동,1474,대림경동,131.4,21~31,"53,000",7,1993,허준로
 서울특별시 강서구 가양동,1474,대림경동,131.4,21~31,"53,000",7,1993,허준로
 서울특별시 강서구 가양동,1459,대아,101.97,11~20,"39,700",11,1993,강서로
 서울특별시 강서구 가양동,1459,대아,101.97,11~20,"39,700",11,1993,강서로
 서울특별시 강서구 가양동,1459,동신,101.97,11~20,"40,300",15,1993,강서로
 서울특별시 강서구 가양동,1459,동신,101.97,21~31,"43,000",7,1993,강서로
 서울특별시 강서구 가양동,448-10,보광드림타운,112.83,11~20,"30,800",6,2003,화곡로72길
 서울특별시 강서구 가양동,448-9,빛고을우방,59.97,21~31,"19,200",8,1999,양천로
 서울특별시 강서구 가양동,1496,일신건영휴먼빌,84.95,11~20,"31,400",7,2004,강서로
 서울특별시 강서구 가양동,1496,일신건영휴먼빌,84.95,11~20,"29,000",7,2004,강서로
 서울특별시 강서구 가양동,1467,중앙하이츠,119.85,21~31,"49,800",14,1999,허준로
 서울특별시 강서구 가양동,1460,한강타운,84.99,11~20,"31,200",10,1993,허준로
 서울특별시 강서구 가양동,1460,한강타운,84.99,11~20,"29,500",2,1993,허준로
 서울특별시 강서구 가양동,1460,한강타운,84.99,11~20,"31,700",5,1993,허준로
 서울특별시 강서구 가양동,1460,한강타운,84.99,11~20,"31,000",9,1993,허준로
 서울특별시 강서구 가양동,1460,한강타운,84.99,11~20,"32,700",6,1993,허준로
 서울특별시 강서구 가양동,1460,한강타운,84.99,11~20,"31,000",9,1993,허준로
 서울특별시 강서구 가양동,1460,한강타운,84.99,11~20,"32,000",3,1993,허준로
 서울특별시 강서구 가양동,1460,한강타운,84.99,11~20,"25,500",1,1993,허준로
 서울특별시 강서구 가양동,1460,한강타운,84.99,21~31,"32,000",4,1993,허준로
 서울특별시 강서구 가양동,1460,한강타운,84.99,21~31,"29,500",13,1993,허준로
 서울특별시 강서구 가양동,1460,한강타운,84.99,21~31,"35,000",8,1993,허준로
 서울특별시 강서구 가양동,1495,한보,59.58,21~31,"18,950",10,1999,허준로
 서울특별시 강서구 공항동,1371,해태,59.9,11~20,"16,000",11,2000,방화대로
 서울특별시 강서구 내발산동,675-10,다울,63.57,21~31,"13,500",7,2004,우장산로6길
 서울특별시 강서구 내발산동,675-10,다울,73.14,11~20,"15,500",4,2004,우장산로6길
 서울특별시 강서구 내발산동,722-19,다울아크로빌,139.89,21~31,"35,500",2,2003,강서로45나길
 서울특별시 강서구 내발산동,657,우장산힐스테이트,59.98,11~20,"32,000",8,2005,강서로
 서울특별시 강서구 내발산동,697-12,태일,82.67,21~31,"19,000",3,2003,강서로47가길
 서울특별시 강서구 등촌동,635-6,나성,59.82,21~31,"16,500",6,2003,화곡로66길
 서울특별시 강서구 등촌동,631-9,대동황토방,84.95,11~20,"29,900",13,2000,공항대로59길
 서울특별시 강서구 등촌동,713,대동황토방2,59.96,1~10,"25,000",5,2003,공항대로55길
 서울특별시 강서구 등촌동,713,대동황토방2,80.93,21~31,"33,500",7,2003,공항대로55길
 서울특별시 강서구 등촌동,713,대동황토방2,114.99,21~31,"52,000",14,2003,공항대로55길
 서울특별시 강서구 등촌동,694,대림,89.98,11~20,"33,300",2,1995,공항대로39길
 서울특별시 강서구 등촌동,694,대림,89.98,11~20,"40,500",8,1995,공항대로39길
 서울특별시 강서구 등촌동,694,대림,89.98,11~20,"37,450",4,1995,공항대로39길
 서울특별시 강서구 등촌동,694,대림,89.98,11~20,"37,850",18,1995,공항대로39길
 서울특별시 강서구 등촌동,694,대림,123.72,11~20,"52,400",6,1995,공항대로39길
 서울특별시 강서구 등촌동,694,대림,123.72,21~31,"59,000",18,1995,공항대로39길
 서울특별시 강서구 등촌동,694,대림,123.72,21~31,"46,000",1,1995,공항대로39길
